,jsonid,label,headline_text,subject,speaker,speakerjobtitle,stateinfo,partyaffiliation,barelytruecounts,falsecounts,halftruecounts,mostlytrueocunts,pantsonfirecounts,context,twitter_handle
795,2828.json,FALSE,Milwaukees problems include 52 percent black male unemployment.,"economy,jobs",marvin-pratt,Former Acting Mayor of Milwaukee,Wisconsin,none,0,1,0,0,0,a TV interview,MarvinPratt22
796,5145.json,barely-true,Rob Cornilles has disputed for two years a news story that said he said he would cut Social Security and Medicare programs before trimming the U.S. defense budget.,"medicare,social-security",rob-cornilles,consultant,Oregon,republican,1,1,3,1,1,a debate,
797,3004.json,FALSE,Says Texas Railroad Commissioner Michael Williams has attended more than 150 tea party gatherings.,"bipartisanship,candidates-biography",dean-wright,Small businessman,Texas,none,0,1,0,0,0,a newspaper article.,
798,2399.json,FALSE,Harry Reid has voted to give special tax breaks to illegal aliens.,"immigration,message-machine,taxes",sharron-angle,Republican nominee for Nevada U.S. Senate seat,Nevada,republican,3,1,1,0,0,a campaign commerical,SharronAngle
799,10649.json,FALSE,Job growth in the United States is now at the fastest pace in this countrys history.,"economy,jobs",david-simas,White House aide,"Washington, D.C.",democrat,0,1,0,0,0,"an interview on CNN's ""New Day""",d_simas
800,13279.json,half-true,"When asked about equal pay for women, (Rubios) quote was that it was a waste of time.","labor,women",patrick-murphy,,Florida,democrat,2,1,4,5,0,a U.S. Senate debate,PatrickMurphyFL
801,11283.json,mostly-true,Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010.,"crime,public-safety",reader-email,,,none,0,0,0,1,1,an email from a reader,
802,10865.json,TRUE,Says he was known as Veto Corleone for cutting spending as Florida governor.,state-budget,jeb-bush,,Florida,republican,17,5,17,24,2,"a meeting with business leaders in Portsmouth, N.H.",JebBush
803,10185.json,TRUE,The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.,elections,sean-spicer,Communications Director for the Republican National Committee,,republican,0,0,0,0,1,"comments on CNN's ""State of the Union""",seanspicer
804,12373.json,TRUE,On how to respond to Puerto Ricos debt crisis.,"debt,deficit",sean-duffy,Member of the U.S. House,Wisconsin,republican,5,1,6,1,2,a radio ad,RepSeanDuffy
805,4700.json,barely-true,The State of Rhode Island has the worst state-funded pension in the country.,"deficit,pensions,state-budget,state-finances",helen-glover,"talk show host, WHJJ",Rhode Island,talk-show-host,1,1,0,0,0,an introduction to a radio interview,Helenglovergb
806,12267.json,half-true,In 2009 Hillary Clinton was at the State Department working with U.S. corporations to pressure Haiti not to raise the minimum wage to 61 cents an hour from 24 cents.,"foreign-policy,labor,workers",lee-camp,Host of Redacted Tonight with Lee Camp,,talk-show-host,0,0,1,0,0,"an episode of ""Redacted Tonight""",
807,10579.json,mostly-true,"More than any Republican governor in the 2014 elections, I took a higher percentage of the Republican voteand yet I also carried independents by 12 points.","candidates-biography,elections,job-accomplishments,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview,ScottWalker
808,9986.json,barely-true,"After the 2012 redistricting, Wisconsin has competitive congressional districts.",redistricting,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a speech,SpeakerRyan
809,336.json,TRUE,(John McCain) was even mentioned as a running mate with John Kerry.,elections,citizens-united-political-victory-fund,,"Washington, D.C.",republican,0,0,0,1,0,a TV ad,cupvf
810,65.json,TRUE,I've cast a couple of 99-1 votes and been the lone dissenter.,candidates-biography,fred-thompson,Actor,Tennessee,republican,1,4,3,3,0,"a speech in Sioux City, Iowa",fredthompson
811,4603.json,FALSE,Says hes never asked for more than inflationary budget increases in his 10 budgets as Milwaukee County sheriff,"county-budget,criminal-justice",david-clarke-jr,Milwaukee County Sheriff,Wisconsin,democrat,3,5,2,1,0,a radio interview,
812,10644.json,barely-true,"Under New York Mayor Bill de Blasio, homicides are up by 20 percent, and subway delays have soared 45 percent.","crime,transportation",greg-gutfeld,,,republican,1,0,0,0,0,a commentary on Fox News.,
813,300.json,mostly-true,And delivered more tax relief than the other Republicans combined.,taxes,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,a TV ad,RudyGiuliani
814,1805.json,barely-true,"Says U.S. Rep. Lamar Smith supported the $700 billion Wall Street bailout in 2008, ""but now he is standing in the way of reforms that would assure these bailouts would never happen again.","campaign-finance,economy,financial-regulation",lainey-melnick,Real estate broker,Texas,democrat,1,0,0,0,0,an e-mail blast,lmelnick
815,11300.json,half-true,#GradInsurance debacle is a DIRECT result of #ObamaCare. #MIZZOU has to break the law to do the right thing.,"education,health-care",caleb-rowden,State representative,Missouri,republican,1,0,1,1,0,a tweet,calebrowden
816,6564.json,pants-fire,Says President Obama has waived the work requirement for welfare.,welfare,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,a convention speech,RickSantorum
817,8253.json,mostly-true,7 out of 10 Oregon families living in poverty have at least one parent who works.,"children,families,income,poverty,welfare",oregon-center-public-policy,,Oregon ,organization,0,0,0,1,0,website materials ,
818,9330.json,TRUE,Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.,"message-machine-2014,voting-record",republican-party-virginia,,Virginia,republican,2,0,0,0,1,a web ad.,
819,2329.json,barely-true,Says Rick Perry is a 25-year incumbent.,"candidates-biography,job-accomplishments",bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,a press release,whitebil
820,12307.json,mostly-true,"Says an array of statistics show that conditions in some parts of Baltimore rival that of the West Bank in Palestine, North Korea, and distressed cities in Nigeria, India, China and South Africa.","poverty,public-health",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a speech,
821,1475.json,half-true,"The House passed a pay-as-you-go rule that said, ""If you wanted to have an investment, an entitlement, etc., you had to pay for it.""","federal-budget,stimulus",nancy-pelosi,House Minority Leader,California,democrat,3,7,11,2,3,a press conference,SpeakerPelosi
822,9402.json,TRUE,The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.,education,brian-kemp,Secretary of State,Georgia,republican,0,2,0,0,0,statement,BrianKempGA
823,3870.json,FALSE,Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.,"cap-and-trade,climate-change,economy",diane-allen,State Senator,New Jersey,republican,0,1,0,0,0,a press release,
824,4544.json,TRUE,On running for the presidency in 2012,elections,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,,ChrisChristie
825,8955.json,TRUE,Rhode Island is almost dead last among Northeastern states in the length of time first-degree murderers must spend in prison before theyre eligible for parole.,"crime,criminal-justice,legal-issues,states",leonidas-raptakis,State Senator,Rhode Island,democrat,0,1,1,0,0,a news conference,senraptakis
826,1160.json,FALSE,"All the really great programs in American history, Social Security, was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board.","health-care,history,medicare",howard-dean,Democratic National Committee chairman,Vermont,democrat,1,4,1,2,0,an interview on the Rachel Maddow Show,GovHowardDean
827,6344.json,FALSE,Diane Black voted to fund Obamacare.,"congress,congressional-rules,health-care",lou-ann-zelenik,Businesswoman,Tennessee,republican,0,1,0,0,0,in an ongoing radio commercial.,louannzelenik
828,7214.json,barely-true,"Hurricane Sandy, the most destructive Atlantic storm ever.","climate-change,environment,weather",environment-new-jersey,,New Jersey,none,1,0,0,0,0,an online post about global warming,
829,8021.json,mostly-true,"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",elections,karl-rove,,Texas,republican,2,5,2,8,0,an op-ed,KarlRove
830,9103.json,mostly-true,I was the most bipartisan senator in the United States Senate.,"bipartisanship,voting-record",scott-brown,,New Hampshire,republican,2,2,1,3,1,"a meeting with Republicans in Portsmouth, N.H.",
831,6482.json,barely-true,"Says Gov. Scott Walker raises the pay of inmates, but we dont raise the pay of staff in our correctional institutions.","criminal-justice,income,state-finances,unions,workers",marty-beil,,,none,1,0,0,0,0,an interview,johnnystubble
832,10525.json,FALSE,The current debate over authorizing military action against the Islamic State would be the first time Congress would place limits on the commander-in-chiefs ability to be commander-in-chief.,"congress,history,military,terrorism",adam-kinzinger,U.S. Representative,Illinois,republican,0,2,1,0,0,an appearance on ABC's 'This Week',RepKinzinger
833,4308.json,mostly-true,U.S. debt is now equal to 100 percent of the GDP.,"deficit,federal-budget",rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a news release,robportman
834,2536.json,barely-true,Tom Ganley supports a 23 percent national sales tax that would raise taxes on the middle class while giving a huge tax break to millionaires like himself.,taxes,ohio-democratic-party,,Ohio,democrat,4,1,2,2,2,a statement posted on a website,
835,2639.json,half-true,Pat Toomey still supports privatizing Social Security.,"message-machine,market-regulation,social-security",joe-sestak,U.S. Representative,Pennsylvania,democrat,1,0,1,1,0,a campaign commercial,JoeSestak
836,11314.json,TRUE,The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.,drugs,carly-fiorina,,California,republican,5,5,4,3,2,the CNN Republican debate,CarlyFiorina
837,763.json,TRUE,Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law.,abortion,national-right-life-committee,,,none,1,2,1,0,0,a published piece on their Web site,
838,12769.json,mostly-true,"Says Trump shirts are made in Bangladesh, Trump suits in Mexico, Trump Vodka in the Netherlands, Trump crystal barware in Slovenia and his cufflinks and ties in China.","candidates-biography,corrections-and-updates,jobs",funny-or-die,,,none,0,0,0,1,0,a video shown at the Democratic National Convention,funnyordie
839,5094.json,FALSE,Says President Barack Obama has opened up no new trade relationships with other nations.,"economy,foreign-policy,new-hampshire-2012,trade",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a Republican presidential debate in Manchester, N.H.",MittRomney
840,8525.json,TRUE,Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,transparency,coalition-fair-budget-priorities,,Oregon,organization,0,0,0,0,0,a website statement,
841,2851.json,barely-true,"Says you can buy four light bulbs for $1.99 at Walmart, while a single compact fluorescent lamp (CFL) costs $10 a pop.","energy,market-regulation",joe-barton,U.S. Representative,Texas,republican,3,1,0,0,0,a speech at The Heritage Foundation.,RepJoeBarton
842,10618.json,mostly-true,"(Jeb) Bush, not the State of Florida, decided which private emails to disclose.",transparency,american-bridge-21st-century,,,democrat,2,1,0,3,0,an online post,
