,label_norm,headline_text,subject,stateinfo,partyaffiliation,barelytruecounts_norm,falsecounts_norm,halftruecounts_norm,mostlytrueocunts_norm,pantsonfirecounts_norm,clickbait_score_norm,clean,sentiment_vector,vader_polarity,sentiment_score,index,topic_number,lda_score,topic_top_words
8445,0.8496243121883177,Two-thirds of the federal budget is permanent law ... its permanently appropriated.,"debt,federal-budget,health-care,medicaid,medicare,social-security",Wisconsin,republican,0.013216669842443466,-0.3561207554525178,-0.27792454915663234,-0.2579938933980991,-0.3570006163175212,0.3764436646742618,two third feder budget german law german approps,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8445,1,0.7749432921409607,million said health romney govern care weve budget month vote
8446,0.8496243121883177,States with the most gun laws tend to have the fewest gun deaths.,"corrections-and-updates,guns",Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,1.2558890791607777,state gun law tend fewest gun death,"[0.685, 0.315, 0.0, -0.8271]",-1,-0.8271,8446,6,0.6999544501304626,state peopl million percent text support sent would country american
8449,-1.176990801292362,The average age of first marijuana use is 12.,"drugs,government-regulation,health-care,legal-issues,marijuana,market-regulation,states",Rhode Island,organization,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.4541436712296696,averag age first marijuana use,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8449,3,0.7749706506729126,percent year state plan would time spend averag last nation
8450,0.8496243121883177,The United States is 65th out of 142 nations and other territories on equal pay.,"jobs,women",New York,democrat,1.267163377875742,0.5189011883239368,1.2168785486147238,1.3989828381525684,0.16528718189965239,0.18101135034392538,unit state th nation territory equal pay,"[0.189, 0.811, 0.0, -0.1027]",0,-0.1027,8450,5,0.4278133809566498,presid state every obama country dollar economi would unit call
8451,-1.176990801292362,Ive never supported a payroll tax.,taxes,Texas,republican,-0.27615564739601006,-0.28003189077630436,-0.27792454915663234,-0.38352243366708905,-0.008808750839405478,-1.0404406142206801,ive never support patrol tax,"[0.361, 0.639, 0.0, -0.3089]",0,-0.3089,8451,0,0.5569713115692139,year state feder make fund public iller obama offic would
8453,0.8496243121883177,Obama never held a single Senate hearing on Afghanistan.,foreign-policy,Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,-0.8450082998903431,obama never held singl sent hear afghanistan,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8453,5,0.5142860412597656,presid state every obama country dollar economi would unit call
8455,-1.176990801292362,More people in this country have seen UFOs than I think approve of George Bush's presidency.,bush-administration,Ohio,democrat,-0.6137566841742058,-0.470254052466838,-0.42993842350626177,-0.3584167256132911,-0.4440485826870501,1.304747157743362,peopl country seen ufo think approv george bush presid,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8455,6,0.8999718427658081,state peopl million percent text support sent would country american
8457,-1.176990801292362,"Says potential Democratic opponent Mary Burke implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.",jobs,Wisconsin,republican,0.5919613043193505,0.9754343763812174,0.27945965679200896,0.49517734821584075,0.5134790473777681,0.3764436646742618,say potenti democrat ippon mari bulk implement police jim doll police last term saw state lose job,"[0.144, 0.856, 0.0, -0.4019]",0,-0.4019,8457,7,0.9249787330627441,vote help state year bill democrat company money educ took
8458,0.8496243121883177,"You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.","history,homeland-security,legal-issues,transparency",New York,republican,2.3764239272898138,3.7526779370630083,0.7608369255658355,0.4198602240544468,4.865877365854215,1.6467537078214511,hillary clinton get subpoena get subpoena delete email,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8458,9,0.7749618291854858,year peopl american health woman clinton care sinc trump million
8459,0.8496243121883177,The Supreme Court said the individual mandate is a tax. So its a tax.,"health-care,legal-issues,taxes",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,0.620734057587183,supreme court said individu mandat tax tax,"[0.0, 0.625, 0.375, 0.5574]",0,0.5574,8459,2,0.5897671580314636,obama presid barack state percent wisconsin billion sinc feder debt
8461,0.8496243121883177,"The United States ranks second worst in income inequality across developed countries, after taxes and transfers.","economy,income,wealth",Virginia,democrat,-0.6137566841742058,-0.5082984848049447,-0.5059453606810765,-0.38352243366708905,-0.4440485826870501,-2.1153183430375324,unit state rank second worst incom inept across develop country tax transfer,"[0.272, 0.728, 0.0, -0.6249]",0,-0.6249,8461,1,0.9099740982055664,million said health romney govern care weve budget month vote
8463,0.8496243121883177,Says Hillary Clinton said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.,ethics,New York,republican,2.3764239272898138,3.7526779370630083,0.7608369255658355,0.4198602240544468,4.865877365854215,1.597895629238867,say hillary clinton said attack bonsai attack turn young girl hand flower,"[0.337, 0.489, 0.174, -0.4588]",0,-0.4588,8463,9,0.5444517135620117,year peopl american health woman clinton care sinc trump million
8464,-1.176990801292362,Says Ohio Treasurer Josh Mandel first claimed bank fraud in June 2010 but did nothing for more than a year while raising money for his (Republican) Senate campaign.,"government-efficiency,job-accomplishments",Ohio,democrat,-0.469070525554979,-0.5463429171430514,-0.4806097149561383,-0.45883955782848307,-0.2699526499479923,-0.7961502213077588,say ohio treasury josh mandel first claim bank fraud june noth year rais money republican sent campaign,"[0.184, 0.728, 0.087, -0.4588]",0,-0.4588,8464,7,0.588534414768219,vote help state year bill democrat company money educ took
8465,-1.176990801292362,The studies have shown us that [drug testing for welfare recipients] will be saving us money,"children,drugs,economy,families,florida,government-regulation,hunger,marijuana,poverty,state-budget,state-finances",Rhode Island,republican,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.42530174325684605,study shown u drug test welfare recipe save u money,"[0.0, 0.686, 0.314, 0.4939]",0,0.4939,8465,9,0.871410071849823,year peopl american health woman clinton care sinc trump million
8467,0.8496243121883177,"@realDonaldTrump is coming to San Antonio, which is 60% Mexican-AMERICAN.","civil-rights,elections,immigration",Texas,democrat,-0.6137566841742058,-0.5843873494811581,-0.5059453606810765,-0.45883955782848307,-0.4440485826870501,0.2298694289265096,realdonaldtrump come san antonio mexican american,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8467,9,0.774967610836029,year peopl american health woman clinton care sinc trump million
8468,-1.176990801292362,This president spends 30 times as much money on global warming research as he does on weather forecasting and warning.,"climate-change,federal-budget,science,weather",Oklahoma,republican,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.03443711459617262,presid spend time much money global warm research weather forecast warn,"[0.114, 0.732, 0.154, 0.128]",0,0.128,8468,2,0.8874711990356445,obama presid barack state percent wisconsin billion sinc feder debt
8469,0.8496243121883177,Says New Hampshires second congressional district includes two counties where almost 5 percent if not more of residents are enrolled in the states expanded Medicaid program.,"bipartisanship,health-care,medicaid",New Hampshire,republican,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.5518598283948378,say new hampshire second congressional district includ two county almost percent resid enroll state expand medicaid program,"[0.0, 0.874, 0.126, 0.3182]",0,0.3182,8469,3,0.9399825930595398,percent year state plan would time spend averag last nation
8470,-1.176990801292362,Dr. Paul never votes for legislation unless the proposed measure is expressly authorized by the Constitution.,legal-issues,Texas,republican,-0.4208418060152368,-0.28003189077630436,-0.3285958406065088,-0.3082053095056951,-0.18290468357846335,-0.30756943548191684,dr paul never vote legis unless propos measure expressly author constitute,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8470,0,0.5276232957839966,year state feder make fund public iller obama offic would
8471,0.8496243121883177,The deal to raise the federal debt limit created the largest debt ceiling increase in Americas history.,federal-budget,Georgia,republican,-0.6137566841742058,-0.5463429171430514,-0.45527406923120006,-0.4086281417208871,-0.3570006163175212,0.08329519317875687,deal rais feder debt limit creat largest debt cell increas america histori,"[0.333, 0.667, 0.0, -0.6124]",0,-0.6124,8471,1,0.5345616936683655,million said health romney govern care weve budget month vote
8473,0.8496243121883177,"Georgia has ""a dropout rate thats higher"" than Alabama's.","education,message-machine",Georgia,republican,-0.6619854037139481,-0.5843873494811581,-0.4806097149561383,-0.509050973936079,-0.4440485826870501,0.08329519317875687,georgia dropout rate that higher alabama,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8473,8,0.8199523687362671,state health care rate unit percent county school spend country
8474,0.8496243121883177,Says Obama flip-flopped on warrantless wiretapping.,terrorism,Arizona,republican,0.8331049020180618,0.899345511705004,0.2541240110670707,0.4198602240544468,0.2523351482691813,-2.310750657367869,say obama flip flop warrantless wiretap,"[0.324, 0.676, 0.0, -0.34]",0,-0.34,8474,2,0.5499535799026489,obama presid barack state percent wisconsin billion sinc feder debt
8475,-1.176990801292362,A company with 20 employees could go out of business because of health care law requirements to buy insurance.,"health-care,small-business",Florida,republican,0.688418743398835,0.2906345942952965,0.4314735311416384,0.3445430998930528,0.16528718189965239,-1.529021400046522,company employe could go busi health care law requir buy insur,"[0.0, 0.758, 0.242, 0.4939]",0,0.4939,8475,9,0.8999645709991455,year peopl american health woman clinton care sinc trump million
8476,0.8496243121883177,"A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.",education,Rhode Island,labor-leader,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.7673082933349358,nation study charter school show mayb percent better community public school percent wors rest significa differ,"[0.0, 0.838, 0.162, 0.4404]",0,0.4404,8476,3,0.9357004165649414,percent year state plan would time spend averag last nation
8477,-1.176990801292362,"3,000 teachers lost their jobs when (Crist) was governor.","economy,education,stimulus",Florida,republican,0.688418743398835,0.2906345942952965,0.4314735311416384,0.3445430998930528,0.16528718189965239,0.5230179004220146,teacher lost job crist governor,"[0.365, 0.635, 0.0, -0.3182]",0,-0.3182,8477,8,0.5074416399002075,state health care rate unit percent county school spend country
8478,-1.176990801292362,Barack Obama hasn't passed any (bills).,job-accomplishments,Delaware,democrat,-0.13146948877678327,-0.2039430261000909,0.000767553817688301,-0.10735964507531112,-0.0958567172089344,-1.4801633214639378,barack obama pass bill,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8478,2,0.531851053237915,obama presid barack state percent wisconsin billion sinc feder debt
8479,0.8496243121883177,Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.,candidates-biography,Vermont,independent,0.20613154800141248,-0.12785416142387748,0.02610319954262654,0.5202830562696388,-0.4440485826870501,-0.8938663784729273,bernie sander pass roll call amend republican congress member,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8479,5,0.9099684357643127,presid state every obama country dollar economi would unit call
8480,0.8496243121883177,60 percent of people on food assistance are working.,"economy,welfare",California,democrat,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.45883955782848307,-0.4440485826870501,1.0115986862478565,percent peopl food assist work,"[0.0, 1.0, 0.0, 0.0]",0,0.0,8480,9,0.8499531745910645,year peopl american health woman clinton care sinc trump million
